Date	Time	Severity	PID	TID	Function	Message
08-06-2026	20:25:16.227	 INFO	101912	111376	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	20:25:16.229	 INFO	101912	111380	LateInitialization	"Intialization..."
08-06-2026	20:25:16.231	 INFO	101912	111380	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	20:25:16.233	 INFO	101912	111380	LateInitialization	"IsExplorer = 0"
08-06-2026	20:25:16.236	 INFO	101912	111380	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	20:25:16.239	 INFO	101912	111380	LateInitialization	"Intialization finished"
08-06-2026	20:50:16.761	 INFO	 86020	 74868	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	20:50:16.772	 INFO	 86020	 40452	LateInitialization	"Intialization..."
08-06-2026	20:50:16.776	 INFO	 86020	 40452	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe"
08-06-2026	20:50:16.783	 INFO	 86020	 40452	LateInitialization	"IsExplorer = 0"
08-06-2026	20:50:16.788	 INFO	 86020	 40452	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	20:50:16.795	 INFO	 86020	 40452	LateInitialization	"Intialization finished"
08-06-2026	20:50:17.899	 INFO	 83116	106224	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	20:50:17.904	 INFO	 83116	108664	LateInitialization	"Intialization..."
08-06-2026	20:50:17.907	 INFO	 83116	108664	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	20:50:17.910	 INFO	 83116	108664	LateInitialization	"IsExplorer = 0"
08-06-2026	20:50:17.912	 INFO	 83116	108664	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	20:50:17.916	 INFO	 83116	108664	LateInitialization	"Intialization finished"
08-06-2026	21:45:23.760	 INFO	114456	112368	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	21:45:23.766	 INFO	114456	 70776	LateInitialization	"Intialization..."
08-06-2026	21:45:23.769	 INFO	114456	 70776	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe"
08-06-2026	21:45:23.771	 INFO	114456	 70776	LateInitialization	"IsExplorer = 0"
08-06-2026	21:45:23.774	 INFO	114456	 70776	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	21:45:23.777	 INFO	114456	 70776	LateInitialization	"Intialization finished"
08-06-2026	21:45:24.957	 INFO	 57464	 89084	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	21:45:24.966	 INFO	 57464	114520	LateInitialization	"Intialization..."
08-06-2026	21:45:24.969	 INFO	 57464	114520	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	21:45:24.978	 INFO	 57464	114520	LateInitialization	"IsExplorer = 0"
08-06-2026	21:45:24.984	 INFO	 57464	114520	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	21:45:24.995	 INFO	 57464	114520	LateInitialization	"Intialization finished"
08-06-2026	21:45:38.222	 INFO	112464	113360	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	21:45:38.226	 INFO	112464	111188	LateInitialization	"Intialization..."
08-06-2026	21:45:38.232	 INFO	112464	111188	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	21:45:38.238	 INFO	112464	111188	LateInitialization	"IsExplorer = 0"
08-06-2026	21:45:38.242	 INFO	112464	111188	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	21:45:38.247	 INFO	112464	111188	LateInitialization	"Intialization finished"
08-06-2026	21:54:24.538	 INFO	 99684	113708	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	21:54:24.553	 INFO	 99684	111164	LateInitialization	"Intialization..."
08-06-2026	21:54:24.557	 INFO	 99684	111164	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe"
08-06-2026	21:54:24.562	 INFO	 99684	111164	LateInitialization	"IsExplorer = 0"
08-06-2026	21:54:24.569	 INFO	 99684	111164	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	21:54:24.576	 INFO	 99684	111164	LateInitialization	"Intialization finished"
08-06-2026	21:54:25.683	 INFO	110384	111936	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	21:54:25.692	 INFO	110384	107060	LateInitialization	"Intialization..."
08-06-2026	21:54:25.694	 INFO	110384	107060	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	21:54:25.698	 INFO	110384	107060	LateInitialization	"IsExplorer = 0"
08-06-2026	21:54:25.701	 INFO	110384	107060	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	21:54:25.704	 INFO	110384	107060	LateInitialization	"Intialization finished"
